sentence,on,at,like,as,with,inside,of,among,in,by,from,during,about,near,out,round,until,along,for,against,across,to,off,upon,towards,under,around,behind,besides,within,beside,into,between,up,over,before,above,down,after,till,toward,without
Fill [MASK]the survey and send it back to us,0.0,0.0,0.0,0.0,0.0,0.0,0.24235786552340643,0.0,0.7426557076728231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009350769328696074,0.0,0.0,0.005635657475074474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
He rather speaks [MASK] ‘honor’,0.0,0.0,0.0,0.0,1.3708801284062019e-05,0.0,0.12837774087083845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3708801284062019e-05,0.8715948415265934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pupils do all sorts [MASK] peculiar things,0.0,0.0,0.0,0.0,0.0,0.0,0.9378348174794319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061263784861955786,0.0004506988293061647,0.0004506988293061647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ah， feel sorry [MASK] her,0.0,0.7041958869554668,0.0,0.0,0.0,0.0,0.045602940864694144,0.0,0.23816382693010052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012037345249738589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
In Russia there's little care [MASK] such babies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5859765651977709,0.0,0.0,0.0,0.0,0.0,0.011616894613904674,0.3907896455744198,0.011616894613904674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[MASK] least， I didn't see it,0.0,0.05361376199030771,0.0,0.0,0.0,0.0,0.11969175193179149,0.0,0.7453773797479001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08131710633000068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
This places too much burden [MASK]others,0.33909737883562474,0.660902019229304,0.0,0.0,3.009675356175722e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.009675356175722e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cook the peas and the pasta [MASK] the usual way,0.0,0.0,0.0,0.0,0.0,0.0,0.24334651277883892,0.0,0.7049777476948154,0.0,8.176417489944604e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05159397535144625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sounds like you 're [MASK]trouble， Vologsky,0.0,0.0,0.0,0.0,0.0,0.0,0.5516245479297823,0.0,0.4453027968521409,0.0,1.1854240849413639e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030608009772272854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I thought you didn't believe [MASK] that kind of thing,0.10461790320520607,0.3742663412887509,0.0,0.0,0.0,0.0,0.09750292967611934,0.0,0.4236128258299237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retired generals dressed [MASK] white carried the flag-draped coffin from the plane,0.0,0.0,0.07701285875144631,0.0,0.0,0.0,0.0,0.0,0.9227491944924106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011897337807155022,0.00011897337807155022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Things have a life of their own，"" proclaimed the gypsy [MASK] a harsh accent",0.0,0.0,0.0,0.0,7.616518062062127e-06,0.0,0.12473169631548493,0.0,0.875253070648391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.616518062062127e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Her courtiers have all been informed [MASK] this decision and have acted accordingly,0.0,0.0,0.0,0.0,0.0,0.0,0.5530886002082988,0.0,0.4332984428136578,0.0,4.583887511429472e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01356711810292911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
But now prison officers are taken [MASK] all walks of life,0.0,0.7738548526935759,0.0,0.0,0.0,0.0,0.0877923725673004,0.0,0.13829182743908494,0.0,6.094730003872533e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Now how did I get hold [MASK] Breeze?,0.0,0.0,0.0,0.0,2.549057907505152e-05,0.0,0.6187944315415044,0.0,0.37083254931607096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010347528563349591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
At the moment trees are shaken [MASK] automatic harvesters， and that can damage their roots,0.9727065378886562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02285265231306314,5.236881204642889e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004388440986234197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I find it very helpful because we deal [MASK] immediate problems,0.0,0.0,0.0,0.0,0.0011432750377136753,0.0,0.0,0.0,0.0,0.5045831479164911,0.0011432750377136753,0.0,0.49313030200808156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[MASK] addition， as we have just seen， there was a growing control of family size,0.38347177462452114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24163520851979592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3747823383449761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011067851070683797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maybe that was the basic problem， she told herself wearily as she now stared blindly up [MASK] the ceiling,0.0,0.8344595061330151,0.0,0.0,0.0,0.0,0.12194613448578596,0.0,0.04129440218934742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002299957191851515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
This principle applies [MASK] understanding the brain， in two quite different senses,0.6652089236689942,0.0,0.0,0.0,0.0,0.0,0.19448617078806718,0.0,0.10468255484376443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03562235069917422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Both stared at it almost [MASK] horror for a moment， listened to the somehow insistent， angry ringing,0.0,0.0,0.0,0.0,0.0,0.0006427799286368864,0.0,0.0,0.7818906636767149,0.0,0.0,0.0,0.0,0.0,0.0,0.21682377646601128,0.0,0.0006427799286368864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A priority order form has been placed [MASK] the end of this section,0.0,0.5453297849222948,0.0,0.0,0.0,0.0,0.32368503254603725,0.0,0.12175212478262076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009233057749047197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The dome is made [MASK] brick with thick mortar joints,0.24266053615150898,0.0,0.0,0.0,0.0,0.0,0.5671072885188347,0.0,0.1885460593145265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016861160151298148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
“We've got a fight [MASK] our hands，” said Bernice,0.47373901392061635,0.0,0.0,0.0,0.0,0.0,0.2432886130032372,0.0,0.2565428428883611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026429530187785308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Outside in the street student protest marches wander aimlessly [MASK],0.0,0.0,0.0,0.0,0.0,0.0,0.08067147966566894,0.0,0.8155420608758989,0.09240699035940918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011379469099023005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The life of a subsistence farmer simple does not accord[MASK] our notion of labor,0.38155301679578457,0.0,0.0,0.0,1.7605834525618099e-06,0.0,0.008287889797068956,0.0,0.6101573328236939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Growing old seems to bring a person's true character [MASK] stronger relief,0.0,0.0,0.0,0.0,0.0,0.0,0.6692212391913355,0.0,0.22352005047682919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10455913105713653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00269957927469885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Every time it would end [MASK] with him giving me some money,0.0,0.0,0.0,0.0,0.0,0.0,0.9223690849525833,0.0,0.02981237025600737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010084942494930603,0.04771769536645999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I think anyone who has been [MASK] love will like this movie,0.0,0.0,0.0,0.0,0.00022936899121400102,0.0,0.6458240081944727,0.0,0.3282158250274635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025730797786849783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
If something's happened [MASK] Anna you're going to need help,0.0,0.0,0.0,0.0,3.683105504317389e-05,0.0,0.49212414792322157,0.0,0.41213696384163917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09570205718009608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
He takes a pride [MASK] what he can do in a small space,0.5288599046824072,0.0,0.0,0.0,0.0,0.0,0.2502549682016112,0.0,0.18909871264309067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031786414472891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Well there was an odd chair or so， but apart [MASK] that nothing really,0.0,0.0,0.0,0.0,0.0,0.0,0.8668466966816885,0.0,0.12062316377454703,0.0,9.353282089657614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012436606722867949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We describe some relevant findings from papers [MASK] plant growth,0.9717041324693831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.402811750616766e-05,0.0,6.402811750616766e-05,0.0,0.0,0.0,0.0,0.0,0.028167811295604517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Section 61 also covers the case where A holds a deposit [MASK] trust for B and C jointly,0.2756708504014953,0.6121090047321672,0.0,0.0,3.2009114382681954e-05,0.0,0.11218813575195473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rather， the socialist leaders were trying to intervene [MASK] the high politics of Europe by means of a deliberately constructed myth,0.3694288687401396,0.0,0.0,0.0,0.0,0.0,0.268987676607186,0.0,0.2759196088937955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08566384575887889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The seminars all went well and the Australian branches have received a number of enquiries [MASK] a result,0.0,0.0,0.0,0.6948365562499875,0.0,0.0,0.06207154430760143,0.0,0.2336312211578724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009460678284538664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIVE LAMPS， ridden by Russian Nikolay Amelchenko， died [MASK] a heart attack in front a packed grandstand at Cheltenham yesterday,0.2301414684407401,0.0,0.0,0.0,0.0,0.0,0.21003543360097365,0.0,0.5502781191429502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009544978815336011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It's a dance designed for fat people who are not light [MASK] their feet,0.20851269481935417,0.0,0.0,0.5802775832639205,0.0,0.0,0.13109464982203484,0.0,0.08011507209469043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The matrix approach is best suited [MASK] complex projects which require the simultaneous efforts of experts from several disciplines,0.0,0.8233721638327302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17626100709115333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018341453805825565,0.0,0.0,0.0,0.0,0.00018341453805825565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oxfordshire Health Authority admits its having to look for a two million pound saving [MASK] the Government's Health Reforms,0.0,0.0,0.0,0.0,0.0,0.0,0.28619313070570396,0.0,0.42881218386221287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13642225986399606,0.0,0.0,0.0,0.0,0.0,0.0,0.14857242556808709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mind you， I felt a bit mean [MASK] being amused， but after all they had only themselves to blame,0.0,0.654665066862825,0.0,0.0,0.0,0.0,0.05623731903021886,0.0,0.28238325309881257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00671436100814358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASF has appointed Economatics（Education） [MASK] distributor for the Minilab，specifically aimed at schools,0.0,0.0,0.0,0.8760998332374247,0.0,0.0,0.0,0.0,0.1161522796912509,0.005385474660795361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002362412410529049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I said， “Harvey thinks I am employed by Midwinter to check [MASK] on him?”,0.0,0.0,0.0,0.0,0.000150595215563635,0.0,0.5392772918638201,0.0,0.1454651754168345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31510693750378177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
As a result of the slow recovery [MASK] recession in the UK， inflationary pressures appear set to remain subdued,0.0,0.0,0.0,0.19376953658534268,0.0,0.0,0.0,2.0344270761398132e-05,0.0,0.0,2.0344270761398132e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8061897748731345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entire word processor documents can be sent as mail items to other users [MASK] the network,0.3151310747349787,0.0,0.0,0.0,0.0,0.0,0.44657810896650246,0.0,0.21965166782350337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018639148475015514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A thesaurus module that is integrated [MASK] the software used for database creation， maintenance and searching is particularly valuable,0.0,0.0,0.0,0.0,0.0,0.0,0.8374680101864317,0.0,0.11756677283098842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04487544743984899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.976954273093375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
They were to go on trial on January 5 charged [MASK] lying to Congress about the controversy,0.0,0.0,0.0,0.0,0.0010690237764994128,0.0,0.0,0.0,0.0,0.9967929286705017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010690237764994128,0.0,0.0,0.0,0.0010690237764994128,0.0,0.0,0.0,0.0,0.0,0.0
