sentence,on,at,like,as,with,inside,of,among,in,by,from,during,about,near,out,round,until,along,for,against,across,to,off,upon,towards,under,around,behind,besides,within,beside,into,between,up,over,before,above,down,after,till,toward,without
[MASK]short it was Every Irish Town,0.07772383075215873,0.0,0.0,0.2608179248769319,0.0,0.0,0.08102391471409326,0.0,0.5804343296568161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Look [MASK] him!,0.0,0.389428433889684,0.0,0.0,0.0,0.0,0.21748453026167813,0.0,0.32568046710195586,0.067406568746682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I'm shocked [MASK] my husband's behavior,0.0,0.0,0.0,0.0,0.0,0.0,0.18023941479550473,0.0,0.31996224413074004,0.37174135029554406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1280569907782112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
She died [MASK]1890 aged sixty-six,0.03141857898473699,0.0,0.0,0.0,0.0,0.0,0.014844420146122606,0.0,0.9365647670363517,0.017172233832788635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One was dependent [MASK]the other,0.5211291704604244,0.0,0.0,0.0,0.058635725080620114,0.0,0.18375612715884945,0.0,0.23647897730010609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Then I feel a tap[MASK] the arm,0.39363440873709066,0.06327125294626704,0.0,0.0,0.0,0.0,0.0,0.0,0.47760265465574964,0.0,0.0654916836608927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
He was well aware[MASK] the importance of a new name,0.013374032541942681,0.0,0.0,0.0,0.008270023938116959,0.0,0.9623579437022588,0.0,0.0,0.0,0.0,0.0,0.015997999817681546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fill [MASK]the survey and send it back to us,0.0,0.0,0.0,0.0,0.0,0.0,0.09815439742650603,0.0,0.6525911980272733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13137873358593477,0.0,0.0,0.11787567096028594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
He rather speaks [MASK] honor,0.0,0.0,0.0,0.0,0.12915463613694628,0.0,0.5743075421985965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006948660961907256,0.2958429555682665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pupils do all sorts [MASK] peculiar things,0.0,0.0,0.0,0.0,0.0,0.0,0.9993736128204231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000323931964434319,0.00021175994685462588,9.069526828795519e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ah feel sorry [MASK] her,0.0,0.07266719257541063,0.0,0.0,0.0,0.0,0.15172602202204175,0.0,0.35805532378672866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41755146161581896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
In Russia there's little care [MASK] such babies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9564016607118276,0.0,0.0,0.0,0.0,0.0,0.00628997414541032,0.013540250652255264,0.023768114490506777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[MASK] least I didn't see it,0.0,0.8342573298881494,0.0,0.0,0.0,0.0,0.014421548002914071,0.0,0.12571060008625207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025610522022684476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
This places too much burden [MASK]others,0.6065993017804548,0.13420803853306312,0.0,0.0,0.2523765940173281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006816065669153916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cook the peas and the pasta [MASK] the usual way,0.0,0.0,0.0,0.0,0.0,0.0,0.06585717042515153,0.0,0.8013353130944931,0.0,0.06330761844658982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06949989803376551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sounds like you 're [MASK]trouble Vologsky,0.0,0.0,0.0,0.0,0.0,0.0,0.07301148438836919,0.0,0.8201796669104917,0.0,0.05848928455710199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04831956414403709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I thought you didn't believe [MASK] that kind of thing,0.15455566950587044,0.06212705440315343,0.0,0.0,0.0,0.0,0.09086386518604761,0.0,0.6924534109049285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retired generals dressed [MASK] white carried the flag-draped coffin from the plane,0.0,0.0,0.0036842565089353608,0.0,0.0,0.0,0.0,0.0,0.9945435663474077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011013479732236474,0.0006708291704332835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Things have a life of their own"" proclaimed the gypsy [MASK] a harsh accent",0.0,0.0,0.0,0.0,0.42251188318802624,0.0,0.06578685724269652,0.0,0.5072311270685421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004470132500735128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Her courtiers have all been informed [MASK] this decision and have acted accordingly,0.0,0.0,0.0,0.0,0.0,0.0,0.7909536345386392,0.0,0.13816751914815842,0.0,0.030503402394370417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040375443918831896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
But now prison officers are taken [MASK] all walks of life,0.0,0.11545866581729301,0.0,0.0,0.0,0.0,0.07301573570711238,0.0,0.7063941169422074,0.0,0.10513148153338721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Now how did I get hold [MASK] Breeze?,0.0,0.0,0.0,0.0,0.049126020836884825,0.0,0.48767512253493944,0.0,0.389956702468928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07324215415924773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
At the moment trees are shaken [MASK] automatic harvesters and that can damage their roots,0.23741194547872901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5473302320264686,0.184354288960287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030903533534515453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I find it very helpful because we deal [MASK] immediate problems,0.0,0.0,0.0,0.0,0.9052178278061309,0.0,0.0,0.0,0.0,0.02147389036902377,0.04677879155216141,0.0,0.0265294902726839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[MASK] addition as we have just seen there was a growing control of family size,0.017525168756163126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9702109534060265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012098421185454386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016545665235601518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maybe that was the basic problem she told herself wearily as she now stared blindly up [MASK] the ceiling,0.0,0.3289305125747067,0.0,0.0,0.0,0.0,0.08468493908298083,0.0,0.45355543454764224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13282911379467024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
This principle applies [MASK] understanding the brain in two quite different senses,0.06819427211828491,0.0,0.0,0.0,0.0,0.0,0.043701097469926876,0.0,0.2722113436041197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6158932868076685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Both stared at it almost [MASK] horror for a moment listened to the somehow insistent angry ringing,0.0,0.0,0.0,0.0,0.0,0.008897795374045715,0.0,0.0,0.9891900001071753,0.0,0.0,0.0,0.0,0.0,0.0,0.0006987270433584374,0.0,0.001213477475420605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A priority order form has been placed [MASK] the end of this section,0.0,0.6900753461221527,0.0,0.0,0.0,0.0,0.0267743130225849,0.0,0.23512231679002252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04802802406523983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The dome is made [MASK] brick with thick mortar joints,0.05624256165723307,0.0,0.0,0.0,0.0,0.0,0.47723090157491205,0.0,0.44078193577524516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025744600992609747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We've got a fight [MASK] our hands said Bernice,0.2190497210627392,0.0,0.0,0.0,0.0,0.0,0.019715743174673662,0.0,0.7500489230722207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011185612690366427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Outside in the street student protest marches wander aimlessly [MASK],0.0,0.0,0.0,0.0,0.0,0.0,0.15097925259577039,0.0,0.5941953406267262,0.1355420412152576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11928336556224584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The life of a subsistence farmer simple does not accord[MASK] our notion of labor,0.14978808899744223,0.0,0.0,0.0,0.46575470700448257,0.0,0.07494552643853487,0.0,0.30951167755954034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Growing old seems to bring a person's true character [MASK] stronger relief,0.0,0.0,0.0,0.0,0.0,0.0,0.16348221077710035,0.0,0.6317609938709619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11091446646833958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09384232888359825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Every time it would end [MASK] with him giving me some money,0.0,0.0,0.0,0.0,0.0,0.0,0.0203331481663603,0.0,0.2356578325126556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014755797970061775,0.742533439523978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I think anyone who has been [MASK] love will like this movie,0.0,0.0,0.0,0.0,0.05530515598915279,0.0,0.05743424051361534,0.0,0.844053966782744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0432066367144878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
If something's happened [MASK] Anna you're going to need help,0.0,0.0,0.0,0.0,0.13999644859522073,0.0,0.054283248122057516,0.0,0.406586365807701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39913393747502074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
He takes a pride [MASK] what he can do in a small space,0.1425471289979046,0.0,0.0,0.0,0.0,0.0,0.28287229801513886,0.0,0.4568850484189869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11769552456796963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Well there was an odd chair or so but apart [MASK] that nothing really,0.0,0.0,0.0,0.0,0.0,0.0,0.23823288147770125,0.0,0.28202296365234647,0.0,0.42946008599032265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05028406887962968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We describe some relevant findings from papers [MASK] plant growth,0.936621165414554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007449303666935885,0.0,0.029461261871247178,0.0,0.0,0.0,0.0,0.0,0.026468269047262943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Section 61 also covers the case where A holds a deposit [MASK] trust for B and C jointly,0.404378744989913,0.08043437380490272,0.0,0.0,0.112331423569633,0.0,0.4028554576355513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rather the socialist leaders were trying to intervene [MASK] the high politics of Europe by means of a deliberately constructed myth,0.07180293642767442,0.0,0.0,0.0,0.0,0.0,0.023578158792370612,0.0,0.8696686080609815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03495029671897347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The seminars all went well and the Australian branches have received a number of enquiries [MASK] a result,0.0,0.0,0.0,0.7410846621303638,0.0,0.0,0.04689796332620219,0.0,0.14335663119724457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06866074334618937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIVE LAMPS ridden by Russian Nikolay Amelchenko died [MASK] a heart attack in front a packed grandstand at Cheltenham yesterday,0.16941528758004679,0.0,0.0,0.0,0.0,0.0,0.21669289925943402,0.0,0.5170951260001546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09679668716036458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It's a dance designed for fat people who are not light [MASK] their feet,0.3584489964209338,0.0,0.0,0.041723463299960725,0.0,0.0,0.106679449207758,0.0,0.49314809107134744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The matrix approach is best suited [MASK] complex projects which require the simultaneous efforts of experts from several disciplines,0.0,0.015292000044890237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9739088164602866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008803706843547224,0.0,0.0,0.0,0.0,0.009918812810468448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oxfordshire Health Authority admits its having to look for a two million pound saving [MASK] the Government's Health Reforms,0.0,0.0,0.0,0.0,0.0,0.0,0.17136087090027805,0.0,0.6140102644803873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20151205058485075,0.0,0.0,0.0,0.0,0.0,0.0,0.013116814034483913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mind you I felt a bit mean [MASK] being amused but after all they had only themselves to blame,0.0,0.06967628121990459,0.0,0.0,0.0,0.0,0.12701433619167907,0.0,0.4451970863466425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3581122962417739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASF has appointed EconomaticsEducation [MASK] distributor for the Minilabspecifically aimed at schools,0.0,0.0,0.0,0.6259844491044557,0.0,0.0,0.0,0.0,0.22244343216928156,0.06940286413997128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08216925458629143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I said Harvey thinks I am employed by Midwinter to check [MASK] on him?,0.0,0.0,0.0,0.0,0.01799703114815955,0.0,0.012018926541908649,0.0,0.1177478100133137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852236232296618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
As a result of the slow recovery [MASK] recession in the UK inflationary pressures appear set to remain subdued,0.0,0.0,0.0,0.3444553373587934,0.0,0.0,0.0,0.00646270259358527,0.0,0.0,0.6065640942937862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04251786575383514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entire word processor documents can be sent as mail items to other users [MASK] the network,0.2808702568030083,0.0,0.0,0.0,0.0,0.0,0.24801111308928614,0.0,0.4448465524351626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02627207767254299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A thesaurus module that is integrated [MASK] the software used for database creation maintenance and searching is particularly valuable,0.0,0.0,0.0,0.0,0.0,0.0,0.0695397953149218,0.0,0.7032173871953378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625418708632482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1647009466264922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
They were to go on trial on January 5 charged [MASK] lying to Congress about the controversy,0.0,0.0,0.0,0.0,0.7611625784447593,0.0,0.0,0.0,0.0,0.22993449224035756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038757365365141793,0.0,0.0,0.0,0.005027192778368921,0.0,0.0,0.0,0.0,0.0,0.0
He motioned [MASK] Jack who moved slightly away from the door drawing Alison with him,0.0,0.02128351397911621,0.0,0.0,0.0,0.0,0.022027177582653844,0.0,0.044188644833490116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9125006636047398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
