sentence,on,at,like,as,with,inside,of,among,in,by,from,during,about,near,out,round,until,along,for,against,across,to,off,upon,towards,under,around,behind,besides,within,beside,into,between,up,over,before,above,down,after,till,toward,without
Sounds like you 're [MASK]trouble， Vologsky,0.0,0.0,0.0,0.0,0.0,0.0,0.9733107481325484,0.0,0.005469494753753876,0.0,0.0002035538693520244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02101620324434576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I thought you didn't believe [MASK] that kind of thing,0.09525542262771132,0.6388657587711147,0.0,0.0,0.0,0.0,0.24554373628289755,0.0,0.020335082318276455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retired generals dressed [MASK] white carried the flag-draped coffin from the plane,0.0,0.0,0.11511388020689464,0.0,0.0,0.0,0.0,0.0,0.882549299230648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011684102812286763,0.0011684102812286763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Things have a life of their own，"" proclaimed the gypsy [MASK] a harsh accent",0.0,0.0,0.0,0.0,0.00018966471677667234,0.0,0.3406183168078689,0.0,0.6590023537585777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018966471677667234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Her courtiers have all been informed [MASK] this decision and have acted accordingly,0.0,0.0,0.0,0.0,0.0,0.0,0.2433740266311361,0.0,0.21825396281953907,0.0,4.5801797316807416e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538326208752008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
But now prison officers are taken [MASK] all walks of life,0.0,0.8319304427677396,0.0,0.0,0.0,0.0,0.07132062245882939,0.0,0.09673530044245734,0.0,1.3634330973579009e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Now how did I get hold [MASK] Breeze?,0.0,0.0,0.0,0.0,0.0017971051204656615,0.0,0.5173923897424871,0.0,0.3250465152204934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15576398991655382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
At the moment trees are shaken [MASK] automatic harvesters， and that can damage their roots,0.6498231918285375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3150579551405549,0.0007615958107379049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034357257220169635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I find it very helpful because we deal [MASK] immediate problems,0.0,0.0,0.0,0.0,0.00038365552642715116,0.0,0.0,0.0,0.0,0.9056244643191697,0.00038365552642715116,0.0,0.09360822462797602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[MASK] addition， as we have just seen， there was a growing control of family size,0.04368602924062965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14547464222935044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8091575978548561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016817306751637834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maybe that was the basic problem， she told herself wearily as she now stared blindly up [MASK] the ceiling,0.0,0.4983232386759492,0.0,0.0,0.0,0.0,0.13380771804273986,0.0,0.19418312339973295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173685919881578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
This principle applies [MASK] understanding the brain， in two quite different senses,0.07744824907127834,0.0,0.0,0.0,0.0,0.0,0.19631375286516423,0.0,0.04161076582181399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6846272322417434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Both stared at it almost [MASK] horror for a moment， listened to the somehow insistent， angry ringing,0.0,0.0,0.0,0.0,0.0,0.012363422872893068,0.0,0.0,0.6724050794566788,0.0,0.0,0.0,0.0,0.0,0.0,0.3028680747975351,0.0,0.012363422872893068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A priority order form has been placed [MASK] the end of this section,0.0,0.05709386521000954,0.0,0.0,0.0,0.0,0.34877292956330475,0.0,0.02937397685732252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5647592283693632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The dome is made [MASK] brick with thick mortar joints,0.5306669114766577,0.0,0.0,0.0,0.0,0.0,0.11872592835970947,0.0,0.17843119497092222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17217596519271064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
“We've got a fight [MASK] our hands，” said Bernice,0.2773390651106886,0.0,0.0,0.0,0.0,0.0,0.19802563603325116,0.0,0.14890390779016538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37573139106589487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Outside in the street student protest marches wander aimlessly [MASK],0.0,0.0,0.0,0.0,0.0,0.0,0.6606303835904899,0.0,0.14807890616204133,0.1606035383512752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03068717189619364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The life of a subsistence farmer simple does not accord[MASK] our notion of labor,0.9891612277394626,0.0,0.0,0.0,3.643813185518477e-07,0.0,0.0005125315687600445,0.0,0.010325876310458821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Growing old seems to bring a person's true character [MASK] stronger relief,0.0,0.0,0.0,0.0,0.0,0.0,0.6218130829256425,0.0,0.10791443738491693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26987465464404314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003978250453973387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Every time it would end [MASK] with him giving me some money,0.0,0.0,0.0,0.0,0.0,0.0,0.14068076573470806,0.0,0.1949535839275636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070896327180612504,0.6572760176196671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I think anyone who has been [MASK] love will like this movie,0.0,0.0,0.0,0.0,0.0006519091929432335,0.0,0.27521944783689006,0.0,0.354691239615891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3694374033542757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
If something's happened [MASK] Anna you're going to need help,0.0,0.0,0.0,0.0,0.005490676158601167,0.0,0.311878502442003,0.0,0.14407883779090574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5385519836084901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
He takes a pride [MASK] what he can do in a small space,0.11278397355692384,0.0,0.0,0.0,0.0,0.0,0.3535796068244387,0.0,0.20370299977067255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329933419847965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Well there was an odd chair or so， but apart [MASK] that nothing really,0.0,0.0,0.0,0.0,0.0,0.0,0.8978622038371502,0.0,0.05223902648294836,0.0,0.0004201315625558353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049478638117345555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We describe some relevant findings from papers [MASK] plant growth,0.9897961873385746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032080346525647434,0.0,0.0032080346525647434,0.0,0.0,0.0,0.0,0.0,0.003787743356296013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Section 61 also covers the case where A holds a deposit [MASK] trust for B and C jointly,0.360987330075158,0.5893751528377629,0.0,0.0,0.00010715551510043942,0.0,0.04953036157197873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rather， the socialist leaders were trying to intervene [MASK] the high politics of Europe by means of a deliberately constructed myth,0.2531989429916098,0.0,0.0,0.0,0.0,0.0,0.3386753362088148,0.0,0.19814954267564047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2099761781239349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The seminars all went well and the Australian branches have received a number of enquiries [MASK] a result,0.0,0.0,0.0,0.2495617843314643,0.0,0.0,0.141080709843515,0.0,0.1489434373898148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4604140684352059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIVE LAMPS， ridden by Russian Nikolay Amelchenko， died [MASK] a heart attack in front a packed grandstand at Cheltenham yesterday,0.28205786442488345,0.0,0.0,0.0,0.0,0.0,0.1144999374125126,0.0,0.14150767057377672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4619345275888272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It's a dance designed for fat people who are not light [MASK] their feet,0.342411419082661,0.0,0.0,0.2590553715303748,0.0,0.0,0.2343612214244077,0.0,0.16417198796255655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The matrix approach is best suited [MASK] complex projects which require the simultaneous efforts of experts from several disciplines,0.0,0.9601946407933474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396769814679015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41888693755571e-05,0.0,0.0,0.0,0.0,6.41888693755571e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oxfordshire Health Authority admits its having to look for a two million pound saving [MASK] the Government's Health Reforms,0.0,0.0,0.0,0.0,0.0,0.0,0.3707826262237697,0.0,0.13660196046342968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4919476830759702,0.0,0.0,0.0,0.0,0.0,0.0,0.0006677302368303991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mind you， I felt a bit mean [MASK] being amused， but after all they had only themselves to blame,0.0,0.5740692050132447,0.0,0.0,0.0,0.0,0.08978060396822836,0.0,0.03153826469004842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3046119263284786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASF has appointed Economatics（Education） [MASK] distributor for the Minilab，specifically aimed at schools,0.0,0.0,0.0,0.5864837490369103,0.0,0.0,0.0,0.0,0.21244800186709098,0.11060749780340505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09046075129259375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I said， “Harvey thinks I am employed by Midwinter to check [MASK] on him?”,0.0,0.0,0.0,0.0,7.373401599252818e-05,0.0,0.14767339145703529,0.0,0.09911764415899081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7531352303679814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
As a result of the slow recovery [MASK] recession in the UK， inflationary pressures appear set to remain subdued,0.0,0.0,0.0,0.9142563090118142,0.0,0.0,0.0,0.0031742281171087392,0.0,0.0,0.0031742281171087392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07939523475396827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entire word processor documents can be sent as mail items to other users [MASK] the network,0.5471140761429576,0.0,0.0,0.0,0.0,0.0,0.2005129667276573,0.0,0.10321252524493436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14916043188445077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A thesaurus module that is integrated [MASK] the software used for database creation， maintenance and searching is particularly valuable,0.0,0.0,0.0,0.0,0.0,0.0,0.2710252367950078,0.0,0.06475780654621897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6641151453049888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010181135378445195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
They were to go on trial on January 5 charged [MASK] lying to Congress about the controversy,0.0,0.0,0.0,0.0,0.0022774206283202574,0.0,0.0,0.0,0.0,0.9931677381150392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022774206283202574,0.0,0.0,0.0,0.0022774206283202574,0.0,0.0,0.0,0.0,0.0,0.0
