sentence,on,at,like,as,with,inside,of,among,in,by,from,during,about,near,out,round,until,along,for,against,across,to,off,upon,towards,under,around,behind,besides,within,beside,into,between,up,over,before,above,down,after,till,toward,without
Then I feel a tap[MASK] the arm,0.5101048480560832,0.29464884510517386,0.0,0.0,0.0,0.0,0.0,0.0,0.19522638134474393,0.0,1.9925493998920403e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
He was well aware[MASK] the importance of a new name,0.30130911973499613,0.0,0.0,0.0,0.0005894411270925846,0.0,0.4209018519079877,0.0,0.0,0.0,0.0,0.0,0.2771995872299236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fill [MASK]the survey and send it back to us,0.0,0.0,0.0,0.0,0.0,0.0,0.05861915945246647,0.0,0.7622109114769208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277219386159299,0.0,0.0,0.15144799045468285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
He rather speaks [MASK] ‘honor’,0.0,0.0,0.0,0.0,0.013298504393054866,0.0,0.03362704192232677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013298504393054866,0.9397759492915635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pupils do all sorts [MASK] peculiar things,0.0,0.0,0.0,0.0,0.0,0.0,0.5651992729200037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39477103251602585,0.020014847281985222,0.020014847281985222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ah， feel sorry [MASK] her,0.0,0.15028889891442865,0.0,0.0,0.0,0.0,0.010324796532304373,0.0,0.6226891127071938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21669719184607308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
In Russia there's little care [MASK] such babies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9822699013446654,0.0,0.0,0.0,0.0,0.0,0.0038970457680386527,0.009936007119257302,0.0038970457680386527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[MASK] least， I didn't see it,0.0,0.18141073510858863,0.0,0.0,0.0,0.0,0.03051480324686477,0.0,0.11470294998546646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6733715116590802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
This places too much burden [MASK]others,0.947516684390058,0.03501182558326555,0.0,0.0,0.008735745013338252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008735745013338252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cook the peas and the pasta [MASK] the usual way,0.0,0.0,0.0,0.0,0.0,0.0,0.0611472335820742,0.0,0.48914357394970964,0.0,0.0004890886699061573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44922010379831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sounds like you 're [MASK]trouble， Vologsky,0.0,0.0,0.0,0.0,0.0,0.0,0.2833980613906755,0.0,0.6786058859604212,0.0,0.0036006847598147223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034395367889088625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I thought you didn't believe [MASK] that kind of thing,0.2761026426802363,0.40589468211777086,0.0,0.0,0.0,0.0,0.11721716806508098,0.0,0.20078550713691187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retired generals dressed [MASK] white carried the flag-draped coffin from the plane,0.0,0.0,0.660318054468592,0.0,0.0,0.0,0.0,0.0,0.33409459985443174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027936728384881046,0.0027936728384881046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Things have a life of their own，"" proclaimed the gypsy [MASK] a harsh accent",0.0,0.0,0.0,0.0,0.0005652150494340123,0.0,0.07730858910678517,0.0,0.9215609807943468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005652150494340123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Her courtiers have all been informed [MASK] this decision and have acted accordingly,0.0,0.0,0.0,0.0,0.0,0.0,0.03446207335646926,0.0,0.3117352380754107,0.0,0.0002632143156967875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6535394742524232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
But now prison officers are taken [MASK] all walks of life,0.0,0.18165407635823852,0.0,0.0,0.0,0.0,0.05823108316359188,0.0,0.7596359113254436,0.0,0.0004789291527260249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Now how did I get hold [MASK] Breeze?,0.0,0.0,0.0,0.0,0.001990709503728763,0.0,0.07947297402082378,0.0,0.48317930583426977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4353570106411777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
At the moment trees are shaken [MASK] automatic harvesters， and that can damage their roots,0.9392029068202713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04810821171428741,0.0006589141019781148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012029967363463151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I find it very helpful because we deal [MASK] immediate problems,0.0,0.0,0.0,0.0,0.00508357446883349,0.0,0.0,0.0,0.0,0.46151902915211945,0.00508357446883349,0.0,0.5283138219102136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[MASK] addition， as we have just seen， there was a growing control of family size,0.25857795444605414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16082288996270222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5771462227988554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00345293279238825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maybe that was the basic problem， she told herself wearily as she now stared blindly up [MASK] the ceiling,0.0,0.27822714399088133,0.0,0.0,0.0,0.0,0.10348335234695244,0.0,0.2571342966115993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3611552070505669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
This principle applies [MASK] understanding the brain， in two quite different senses,0.2703126836813426,0.0,0.0,0.0,0.0,0.0,0.052390754462744424,0.0,0.2892901018543519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38800646000156114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Both stared at it almost [MASK] horror for a moment， listened to the somehow insistent， angry ringing,0.0,0.0,0.0,0.0,0.0,0.001488468215207604,0.0,0.0,0.684054487977479,0.0,0.0,0.0,0.0,0.0,0.0,0.3129685755921058,0.0,0.001488468215207604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A priority order form has been placed [MASK] the end of this section,0.0,0.23754529077961564,0.0,0.0,0.0,0.0,0.038347794912736134,0.0,0.2015949550099909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5225119592976574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The dome is made [MASK] brick with thick mortar joints,0.3610876125533717,0.0,0.0,0.0,0.0,0.0,0.04504046705875351,0.0,0.4520150986831915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14185682170468333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
“We've got a fight [MASK] our hands，” said Bernice,0.12057755051398757,0.0,0.0,0.0,0.0,0.0,0.10140507590920839,0.0,0.46517036675678936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31284700682001465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Outside in the street student protest marches wander aimlessly [MASK],0.0,0.0,0.0,0.0,0.0,0.0,0.1047363571321984,0.0,0.35413948403093176,0.08131098250733598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4598131763295339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The life of a subsistence farmer simple does not accord[MASK] our notion of labor,0.3692550073125383,0.0,0.0,0.0,3.4194415954757687e-06,0.0,0.024796295031574465,0.0,0.6059452782142918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Growing old seems to bring a person's true character [MASK] stronger relief,0.0,0.0,0.0,0.0,0.0,0.0,0.2752967108903787,0.0,0.16666009938804455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55572815376126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023150359603168343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Every time it would end [MASK] with him giving me some money,0.0,0.0,0.0,0.0,0.0,0.0,0.015563900172719195,0.0,0.8272731387905652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007090466651903635,0.15645391437152528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I think anyone who has been [MASK] love will like this movie,0.0,0.0,0.0,0.0,5.9404919169503344e-05,0.0,0.06155937031285714,0.0,0.5325627922822717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40581843248570165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
If something's happened [MASK] Anna you're going to need help,0.0,0.0,0.0,0.0,0.0018350169712723458,0.0,0.05413736799354625,0.0,0.12531966931964725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8187079457155342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
He takes a pride [MASK] what he can do in a small space,0.13578561597078007,0.0,0.0,0.0,0.0,0.0,0.06851816603713778,0.0,0.3856315923778962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.410064625614186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Well there was an odd chair or so， but apart [MASK] that nothing really,0.0,0.0,0.0,0.0,0.0,0.0,0.07689126644032482,0.0,0.63971678592989,0.0,0.00196045599146044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2814314916383247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We describe some relevant findings from papers [MASK] plant growth,0.9790198475651123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025960870684004905,0.0,0.0025960870684004905,0.0,0.0,0.0,0.0,0.0,0.01578797829808669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Section 61 also covers the case where A holds a deposit [MASK] trust for B and C jointly,0.6595240818250674,0.3001047502616442,0.0,0.0,0.001597214532113737,0.0,0.03877395338117471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rather， the socialist leaders were trying to intervene [MASK] the high politics of Europe by means of a deliberately constructed myth,0.10742925133052506,0.0,0.0,0.0,0.0,0.0,0.09037224340177653,0.0,0.31906342606881277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48313507919888565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The seminars all went well and the Australian branches have received a number of enquiries [MASK] a result,0.0,0.0,0.0,0.14148479599914593,0.0,0.0,0.05108387040081768,0.0,0.1279583778801938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6794729557198426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIVE LAMPS， ridden by Russian Nikolay Amelchenko， died [MASK] a heart attack in front a packed grandstand at Cheltenham yesterday,0.08984930720157376,0.0,0.0,0.0,0.0,0.0,0.011157452737663902,0.0,0.21357215730106854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6854210827596938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It's a dance designed for fat people who are not light [MASK] their feet,0.2994956805410094,0.0,0.0,0.1861688894562036,0.0,0.0,0.11792933969691437,0.0,0.39640609030587265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The matrix approach is best suited [MASK] complex projects which require the simultaneous efforts of experts from several disciplines,0.0,0.1584686348550105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8332687853413197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004131289901834898,0.0,0.0,0.0,0.0,0.004131289901834898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oxfordshire Health Authority admits its having to look for a two million pound saving [MASK] the Government's Health Reforms,0.0,0.0,0.0,0.0,0.0,0.0,0.3239745984539507,0.0,0.11663268837591736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555886144737394,0.0,0.0,0.0,0.0,0.0,0.0,0.0035065684327379902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mind you， I felt a bit mean [MASK] being amused， but after all they had only themselves to blame,0.0,0.0971030561828768,0.0,0.0,0.0,0.0,0.039298979111128174,0.0,0.4184433712060227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4451545934999723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASF has appointed Economatics（Education） [MASK] distributor for the Minilab，specifically aimed at schools,0.0,0.0,0.0,0.04418762737930953,0.0,0.0,0.0,0.0,0.07659485005161717,0.006819087535872989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8723984350332004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I said， “Harvey thinks I am employed by Midwinter to check [MASK] on him?”,0.0,0.0,0.0,0.0,0.000608138142478666,0.0,0.020933670026592025,0.0,0.41954251909959905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5589156727313302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
As a result of the slow recovery [MASK] recession in the UK， inflationary pressures appear set to remain subdued,0.0,0.0,0.0,0.5920566630313862,0.0,0.0,0.0,0.0036451972169173805,0.0,0.0,0.0036451972169173805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4006529425347791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entire word processor documents can be sent as mail items to other users [MASK] the network,0.11733374142848732,0.0,0.0,0.0,0.0,0.0,0.05280245313824258,0.0,0.18552258180995315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6443412236233169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A thesaurus module that is integrated [MASK] the software used for database creation， maintenance and searching is particularly valuable,0.0,0.0,0.0,0.0,0.0,0.0,0.1869201656193012,0.0,0.2767818592126818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535898223923718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003997512442990712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
They were to go on trial on January 5 charged [MASK] lying to Congress about the controversy,0.0,0.0,0.0,0.0,0.006150262009990973,0.0,0.0,0.0,0.0,0.981549213970027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006150262009990973,0.0,0.0,0.0,0.006150262009990973,0.0,0.0,0.0,0.0,0.0,0.0
