sentence,on,at,like,as,with,inside,of,among,in,by,from,during,about,near,out,round,until,along,for,against,across,to,off,upon,towards,under,around,behind,besides,within,beside,into,between,up,over,before,above,down,after,till,toward,without
He was well aware[MASK] the importance of a new name,0.8614392518088264,0.0,0.0,0.0,8.281361792243553e-06,0.0,0.13473871429678239,0.0,0.0,0.0,0.0,0.0,0.0038137525325989876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fill [MASK]the survey and send it back to us,0.0,0.0,0.0,0.0,0.0,0.0,0.0891953535712825,0.0,0.8970083932731233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009648857329389686,0.0,0.0,0.004147395826204478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
He rather speaks [MASK] ‘honor’,0.0,0.0,0.0,0.0,0.000580135863720352,0.0,0.8613786840845522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000580135863720352,0.1374610441880071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pupils do all sorts [MASK] peculiar things,0.0,0.0,0.0,0.0,0.0,0.0,0.45023140236982145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5448730254609276,0.0024477860846254616,0.0024477860846254616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ah， feel sorry [MASK] her,0.0,0.9345231668564836,0.0,0.0,0.0,0.0,0.008574103769036355,0.0,0.05512332844665104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001779400927829021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
In Russia there's little care [MASK] such babies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4677835283481215,0.0,0.0,0.0,0.0,0.0,0.0017476275848008979,0.5287212164822768,0.0017476275848008979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[MASK] least， I didn't see it,0.0,0.15610564568426336,0.0,0.0,0.0,0.0,0.09635916174836721,0.0,0.7385995939170034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00893559865036602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
This places too much burden [MASK]others,0.14022215476435482,0.8597712623203915,0.0,0.0,3.2914576268497926e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2914576268497926e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cook the peas and the pasta [MASK] the usual way,0.0,0.0,0.0,0.0,0.0,0.0,0.024003165447036002,0.0,0.931409251161531,0.0,3.3732291169740073e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04458421016231613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sounds like you 're [MASK]trouble， Vologsky,0.0,0.0,0.0,0.0,0.0,0.0,0.45413396628442765,0.0,0.539774195832514,0.0,1.312444275607219e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006078713440302365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I thought you didn't believe [MASK] that kind of thing,0.018665394916981617,0.8418638708685553,0.0,0.0,0.0,0.0,0.016296207477089736,0.0,0.1231745267373734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retired generals dressed [MASK] white carried the flag-draped coffin from the plane,0.0,0.0,0.0044063248151618925,0.0,0.0,0.0,0.0,0.0,0.9951801283541071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020677341536553764,0.00020677341536553764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Things have a life of their own，"" proclaimed the gypsy [MASK] a harsh accent",0.0,0.0,0.0,0.0,6.991536888728069e-05,0.0,0.09427048134359749,0.0,0.9055896879186279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.991536888728069e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Her courtiers have all been informed [MASK] this decision and have acted accordingly,0.0,0.0,0.0,0.0,0.0,0.0,0.10007880033464663,0.0,0.8632690115591539,0.0,4.886464696822452e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03660332345923119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
But now prison officers are taken [MASK] all walks of life,0.0,0.7815473164849923,0.0,0.0,0.0,0.0,0.02551836186318562,0.0,0.19292154557103655,0.0,1.2776080785508983e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Now how did I get hold [MASK] Breeze?,0.0,0.0,0.0,0.0,8.066511058084303e-05,0.0,0.329117437046891,0.0,0.6683433740410022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002458523801525979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
At the moment trees are shaken [MASK] automatic harvesters， and that can damage their roots,0.9481089664216724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011818934450462365,3.035359026515037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04004174553760011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I find it very helpful because we deal [MASK] immediate problems,0.0,0.0,0.0,0.0,0.0013727627789318036,0.0,0.0,0.0,0.0,0.9260907123951838,0.0013727627789318036,0.0,0.07116376204695263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[MASK] addition， as we have just seen， there was a growing control of family size,0.7083681217957769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20941879724302864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08212995384696942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.312711422498978e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maybe that was the basic problem， she told herself wearily as she now stared blindly up [MASK] the ceiling,0.0,0.37646504419335847,0.0,0.0,0.0,0.0,0.0329616570140075,0.0,0.5902552716590975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031802713353644527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
This principle applies [MASK] understanding the brain， in two quite different senses,0.2050322567607449,0.0,0.0,0.0,0.0,0.0,0.03383645701691293,0.0,0.7524266188461776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008704667376164633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Both stared at it almost [MASK] horror for a moment， listened to the somehow insistent， angry ringing,0.0,0.0,0.0,0.0,0.0,5.0012750791430404e-05,0.0,0.0,0.2686906345706714,0.0,0.0,0.0,0.0,0.0,0.0,0.7312093399277457,0.0,5.0012750791430404e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A priority order form has been placed [MASK] the end of this section,0.0,0.7486346527141251,0.0,0.0,0.0,0.0,0.01085146332356709,0.0,0.23607356935904641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044403146032614355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The dome is made [MASK] brick with thick mortar joints,0.6786717303932254,0.0,0.0,0.0,0.0,0.0,0.0919057999576901,0.0,0.22849286727997353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009296023691109668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
“We've got a fight [MASK] our hands，” said Bernice,0.49144405938441077,0.0,0.0,0.0,0.0,0.0,0.00829252140078271,0.0,0.4976089530435706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026544661712359155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Outside in the street student protest marches wander aimlessly [MASK],0.0,0.0,0.0,0.0,0.0,0.0,0.007064404398967195,0.0,0.9188414764692548,0.0643642549739194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009729864157858564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The life of a subsistence farmer simple does not accord[MASK] our notion of labor,0.7507933624422526,0.0,0.0,0.0,3.0472791789449285e-06,0.0,0.02261345408448489,0.0,0.2265901361940836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Growing old seems to bring a person's true character [MASK] stronger relief,0.0,0.0,0.0,0.0,0.0,0.0,0.25285974535548666,0.0,0.7450401108890262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002003304157143767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.683959834338002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Every time it would end [MASK] with him giving me some money,0.0,0.0,0.0,0.0,0.0,0.0,0.010507602832506426,0.0,0.6087592124639547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.139927330192302e-05,0.380661785430237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I think anyone who has been [MASK] love will like this movie,0.0,0.0,0.0,0.0,1.4055311065119157e-05,0.0,0.015146232320147598,0.0,0.981277509075653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035622032931342017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
If something's happened [MASK] Anna you're going to need help,0.0,0.0,0.0,0.0,4.717076149555225e-05,0.0,0.016398697235695887,0.0,0.9576384127092386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02591571929357001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
He takes a pride [MASK] what he can do in a small space,0.446254005223163,0.0,0.0,0.0,0.0,0.0,0.013720836675229027,0.0,0.5368491277297001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003176030371907938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Well there was an odd chair or so， but apart [MASK] that nothing really,0.0,0.0,0.0,0.0,0.0,0.0,0.11659639650504022,0.0,0.8800719560820929,0.0,0.00024164803247156156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003089999380395338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We describe some relevant findings from papers [MASK] plant growth,0.9158869959097878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005496532762324374,0.0,0.0005496532762324374,0.0,0.0,0.0,0.0,0.0,0.0830136975377473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Section 61 also covers the case where A holds a deposit [MASK] trust for B and C jointly,0.13497883597303742,0.8467608703582595,0.0,0.0,4.274726350103657e-05,0.0,0.018217546405201963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rather， the socialist leaders were trying to intervene [MASK] the high politics of Europe by means of a deliberately constructed myth,0.7301096614961321,0.0,0.0,0.0,0.0,0.0,0.07291921860997459,0.0,0.1963456331611335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006254867327597864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The seminars all went well and the Australian branches have received a number of enquiries [MASK] a result,0.0,0.0,0.0,0.3429735892433538,0.0,0.0,0.02670138806001068,0.0,0.6266795349715268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036454877251086855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIVE LAMPS， ridden by Russian Nikolay Amelchenko， died [MASK] a heart attack in front a packed grandstand at Cheltenham yesterday,0.43431846279010783,0.0,0.0,0.0,0.0,0.0,0.08412876863970714,0.0,0.48068593365521195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000866834914973086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It's a dance designed for fat people who are not light [MASK] their feet,0.05587367299788052,0.0,0.0,0.8230684845378513,0.0,0.0,0.015094310175929852,0.0,0.10596353228833834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The matrix approach is best suited [MASK] complex projects which require the simultaneous efforts of experts from several disciplines,0.0,0.9809967444146287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018850923761556403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.616591190747618e-05,0.0,0.0,0.0,0.0,7.616591190747618e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oxfordshire Health Authority admits its having to look for a two million pound saving [MASK] the Government's Health Reforms,0.0,0.0,0.0,0.0,0.0,0.0,0.013593282671620542,0.0,0.5816251233478684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024020011007123148,0.0,0.0,0.0,0.0,0.0,0.0,0.4023795928797987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mind you， I felt a bit mean [MASK] being amused， but after all they had only themselves to blame,0.0,0.7063369792363796,0.0,0.0,0.0,0.0,0.059402521823310156,0.0,0.22822860936717945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060318895731308175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASF has appointed Economatics（Education） [MASK] distributor for the Minilab，specifically aimed at schools,0.0,0.0,0.0,0.7751615073676236,0.0,0.0,0.0,0.0,0.21347568295712382,0.009405040149534813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019577695257177448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I said， “Harvey thinks I am employed by Midwinter to check [MASK] on him?”,0.0,0.0,0.0,0.0,6.606459219011545e-05,0.0,0.14068056844545893,0.0,0.28358855459019344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5756648123721575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
As a result of the slow recovery [MASK] recession in the UK， inflationary pressures appear set to remain subdued,0.0,0.0,0.0,0.7746117338041473,0.0,0.0,0.0,9.193281863560093e-05,0.0,0.0,9.193281863560093e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22520440055858146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entire word processor documents can be sent as mail items to other users [MASK] the network,0.6341846691866038,0.0,0.0,0.0,0.0,0.0,0.019049314257839914,0.0,0.3400220993476522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006743917207904102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A thesaurus module that is integrated [MASK] the software used for database creation， maintenance and searching is particularly valuable,0.0,0.0,0.0,0.0,0.0,0.0,0.19603349491529437,0.0,0.7962066928327093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007679964313643617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.984793835276723e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
They were to go on trial on January 5 charged [MASK] lying to Congress about the controversy,0.0,0.0,0.0,0.0,0.0002690841240537583,0.0,0.0,0.0,0.0,0.9991927476278387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002690841240537583,0.0,0.0,0.0,0.0002690841240537583,0.0,0.0,0.0,0.0,0.0,0.0
